timestamp,message,direction,speed,gross
1577837020765,1339,coming,6800,130873234
1577837022843,6367,coming,7000,130873234
1577837037812,8072,coming,8000,130873256
1577837037812,8072,going,8000,130873256
1577837054750,4865,coming,8000,130873295
1577837055218,3959,coming,8000,130873296
1577837055218,3959,coming,8000,130873296
1577837057687,4865,going,8000,130873295
1577837057703,3959,going,8000,130873296
1577837057703,3959,going,8000,130873296
1577837081531,6173,coming,8000,130873355
1577837096812,8072,coming,8000,130873390
1577837096812,8072,going,8000,130873390
1577837101546,8822,going,3000,130873234
1577837155812,8072,coming,8000,130873523
1577837155812,8072,going,8000,130873523
1577837194671,4948,coming,8000,130873610
1577837195687,2118,coming,8000,130873613
1577837209031,4948,going,8000,130873610
1577837209890,2118,going,8000,130873613
1577837211578,4948,coming,8000,130873648
1577837211890,2118,coming,8000,130873649
1577837214046,4948,going,8000,130873648
1577837214250,2991,coming,8000,130873654
1577837214812,8072,coming,8000,130873656
1577837214812,8072,going,8000,130873656
1577837215125,2118,going,8000,130873649
1577837216109,4948,coming,8000,130873659
1577837216515,6172,coming,8000,130873659
1577837216531,3959,coming,8000,130873660
1577837216531,3959,coming,8000,130873660
1577837216718,6176,going,7700,130871852
1577837217109,2118,coming,8000,130873661
1577837217203,6173,going,8000,130873355
1577837218265,6174,coming,8000,130873663
1577837219078,2991,going,8000,130873654
1577837219078,6172,going,8000,130873659
1577837219078,6176,coming,8000,130873665
1577837219078,6177,coming,8000,130873665
1577837219093,6174,going,8000,130873663
1577837219312,6181,going,3000,130872229
1577837220968,2991,coming,8000,130873670
1577837221250,2991,going,8000,130873670
1577837221484,2991,coming,8000,130873671
1577837221750,6177,going,8000,130873665
1577837221750,4867,coming,8000,130873671
1577837221765,3959,going,8000,130873660
1577837221765,3959,going,8000,130873660
1577837221890,2991,going,8000,130873671
1577837222375,2991,coming,8000,130873673
1577837222796,2991,going,8000,130873673
1577837236046,4948,going,8000,130873659
1577837239437,6173,coming,8000,130873711
1577837245468,1199,coming,8000,130873725
1577837246203,4964,coming,8000,130873727
1577837248468,6179,going,7700,130872048
1577837259171,4964,going,8000,130873727
1577837263640,4964,coming,8000,130873766
1577837270984,1748,coming,8000,130873782
1577837273812,8072,coming,8000,130873789
1577837273812,8072,going,8000,130873789
1577837275484,4964,going,8000,130873766
1577837277921,1199,going,8000,130873725
1577837279000,1748,going,8000,130873782
1577837293234,1748,coming,8000,130873833
1577837298609,4867,going,8000,130873671
1577837301000,6178,coming,8000,130873850
1577837302718,6173,going,8000,130873711
1577837302718,8822,coming,8000,130873854
1577837303906,6178,going,8000,130873850
1577837303906,4871,coming,8000,130873857
1577837309703,6179,coming,8000,130873870
1577837318812,6173,coming,8000,130873890
1577837332812,8072,coming,8000,130873922
1577837332812,8072,going,8000,130873922
1577837338828,8822,going,8000,130873854
1577837348312,1748,going,8000,130873833
1577837349203,1748,coming,8000,130873959
1577837358609,1748,going,8000,130873959
1577837383140,4871,going,8000,130873857
1577837383140,6177,coming,8000,130874035
1577837383140,6180,coming,8000,130874035
1577837384875,6177,going,8000,130874035
1577837384875,6180,going,8000,130874035
1577837384875,6181,coming,8000,130874039
1577837391812,8072,coming,8000,130874055
1577837391812,8072,going,8000,130874055
1577837450812,8072,coming,8000,130874188
1577837450812,8072,going,8000,130874188
1577837509812,8072,coming,8000,130874321
1577837509812,8072,going,8000,130874321
1577837568812,8072,coming,8000,130874454
1577837568812,8072,going,8000,130874454
1577837584421,1748,coming,8000,130874490
1577837591421,1748,going,8000,130874490
1577837627812,8072,coming,8000,130874587
1577837627812,8072,going,8000,130874587
1577837629359,1339,going,6800,130873234
1577837629359,2746,coming,8000,130874591
1577837629359,1340,coming,8000,130874591
1577837629406,6367,going,7000,130873234
1577837630468,2746,going,8000,130874591
1577837632953,1748,coming,8000,130874599
1577837637140,1748,going,8000,130874599
1577837641843,1748,coming,8000,130874601
1577837643843,1301,coming,8000,130874601
1577837645625,1340,going,8000,130874591
1577837645703,1329,going,3000,130873234
1577837645703,1328,coming,8000,130874601
1577837645718,1301,going,8000,130874601
1577837645921,1328,going,8000,130874601
1577837645921,1327,coming,8000,130874601
1577837646000,6368,coming,8000,130874601
1577837648859,1748,going,8000,130874601
1577837648859,6172,coming,7400,130874601
1577837648875,3959,coming,7400,130874601
1577837648875,3959,coming,7400,130874601
1577837649046,6176,going,8000,130873665
1577837649343,6173,going,8000,130873890
1577837650468,6174,coming,5300,130874601
1577837651234,6172,going,7400,130874601
1577837651234,6176,coming,4200,130874601
1577837651234,6177,coming,4200,130874601
1577837651250,6174,going,5300,130874601
1577837651250,6176,going,4200,130874601
1577837651250,6177,going,4200,130874601
1577837651250,1647,coming,4200,130874601
1577837651250,6678,coming,4200,130874601
1577837651312,1647,going,4200,130874601
1577837651312,6678,going,4200,130874601
1577837651312,6176,coming,4200,130874601
1577837651312,6177,coming,4200,130874601
1577837651578,6181,going,8000,130874039
1577837654000,6177,going,4200,130874601
1577837654000,4867,coming,3000,130874601
1577837654015,3959,going,7400,130874601
1577837654015,3959,going,7400,130874601
1577837657843,4948,coming,3000,130874601
1577837657890,4948,going,3000,130874601
1577837657937,4948,coming,3000,130874601
1577837659031,4948,going,3000,130874601
1577837661640,2743,coming,3000,130874601
1577837661640,1350,coming,3000,130874601
1577837661656,1327,going,8000,130874601
1577837661656,1334,coming,3000,130874601
1577837661953,1006,coming,3000,130874601
1577837662000,1006,coming,3000,130874601
1577837662000,1006,coming,3000,130874601
1577837662015,1006,coming,3000,130874601
1577837662031,1006,coming,3000,130874601
1577837662890,2743,going,3000,130874601
1577837667390,4948,coming,2500,130874601
1577837669046,4948,going,2500,130874601
1577837669093,1006,going,3000,130874601
1577837669109,1006,going,3000,130874601
1577837669109,1006,going,3000,130874601
1577837669109,1006,going,3000,130874601
1577837669109,1006,going,3000,130874601
1577837669796,4949,coming,2500,130874601
1577837670593,6368,going,8000,130874601
1577837674890,4949,going,2500,130874601
1577837674890,4948,coming,2500,130874601
1577837676703,4948,going,2500,130874601
1577837677078,6368,coming,2500,130874601
1577837677593,1432,coming,2500,130874601
1577837685359,1199,coming,2500,130874601
1577837686281,4964,coming,2500,130874601
1577837686343,1350,going,3000,130874601
1577837686343,1351,coming,2500,130874601
1577837686812,8072,coming,2500,130874601
1577837686812,8072,going,2500,130874601
1577837686812,9193,coming,2500,130874601
1577837686812,9193,coming,2500,130874601
1577837686812,9193,coming,2500,130874601
1577837686812,9193,coming,2500,130874601
1577837686812,9193,coming,2500,130874601
1577837686812,9193,coming,2500,130874601
1577837686875,9193,coming,2500,130874601
1577837687328,9193,going,2500,130874601
1577837687328,9193,going,2500,130874601
1577837687343,9193,going,2500,130874601
1577837687390,9193,going,2500,130874601
1577837687390,9193,going,2500,130874601
1577837687421,9193,going,2500,130874601
1577837687421,9193,going,2500,130874601
1577837697125,9188,coming,2500,130874601
1577837697125,9188,coming,2500,130874601
1577837697203,9188,coming,2500,130874601
1577837697250,9188,coming,2500,130874601
1577837697250,9188,coming,2500,130874601
1577837697250,9188,coming,2500,130874601
1577837697265,9188,coming,2500,130874601
1577837697375,9189,coming,2500,130874601
1577837697406,9189,coming,2500,130874601
1577837697453,9188,going,2500,130874601
1577837697453,9188,going,2500,130874601
1577837697578,9189,coming,2500,130874601
1577837697578,9189,coming,2500,130874601
1577837697593,9189,coming,2500,130874601
1577837697625,9188,going,2500,130874601
1577837697640,9188,going,2500,130874601
1577837697656,9189,coming,2500,130874601
1577837697671,9188,going,2500,130874601
1577837697671,9188,going,2500,130874601
1577837697718,9189,coming,2500,130874601
1577837697734,9188,going,2500,130874601
1577837699265,4964,going,2500,130874601
1577837703734,4964,coming,2500,130874601
1577837704203,9188,coming,2500,130874601
1577837704203,9188,coming,2500,130874601
1577837704312,9188,coming,2500,130874601
1577837704359,9188,coming,2500,130874601
1577837704359,9188,coming,2500,130874601
1577837704390,9188,coming,2500,130874601
1577837704406,9188,coming,2500,130874601
1577837704531,9188,going,2500,130874601
1577837704578,9188,going,2500,130874601
1577837704687,9188,going,2500,130874601
1577837704687,9188,going,2500,130874601
1577837704718,9188,going,2500,130874601
1577837704750,9188,going,2500,130874601
1577837704781,9188,going,2500,130874601
1577837711281,9188,coming,2500,130874601
1577837711281,9188,coming,2500,130874601
1577837711453,9188,coming,2500,130874601
1577837711468,9188,coming,2500,130874601
1577837711484,9188,coming,2500,130874601
1577837711484,9188,coming,2500,130874601
1577837711500,9188,coming,2500,130874601
1577837711671,9188,going,2500,130874601
1577837711671,9188,going,2500,130874601
1577837711765,9188,going,2500,130874601
1577837711796,9188,going,2500,130874601
1577837711859,9188,going,2500,130874601
1577837711859,9188,going,2500,130874601
1577837711875,9188,going,2500,130874601
1577837715671,4964,going,2500,130874601
1577837718125,1199,going,2500,130874601
1577837721078,9188,coming,2500,130874601
1577837721109,9188,coming,2500,130874601
1577837721156,9188,coming,2500,130874601
1577837721156,9188,coming,2500,130874601
1577837721156,9188,coming,2500,130874601
1577837721187,9188,coming,2500,130874601
1577837721203,9188,coming,2500,130874601
1577837721421,9188,going,2500,130874601
1577837721468,9188,going,2500,130874601
1577837721531,9188,going,2500,130874601
1577837721531,9188,going,2500,130874601
1577837721578,9188,going,2500,130874601
1577837721593,9188,going,2500,130874601
1577837721593,9188,going,2500,130874601
1577837729734,9188,coming,2500,130874601
1577837729796,9188,coming,2500,130874601
1577837729828,9188,coming,2500,130874601
1577837729828,9188,coming,2500,130874601
1577837729890,9188,coming,2500,130874601
1577837729890,9188,coming,2500,130874601
1577837729953,9188,coming,2500,130874601
1577837730125,9188,going,2500,130874601
1577837730125,9188,going,2500,130874601
1577837730218,9188,going,2500,130874601
1577837730234,9188,going,2500,130874601
1577837730281,9188,going,2500,130874601
1577837730281,9188,going,2500,130874601
1577837730343,9188,going,2500,130874601
1577837736890,9188,coming,2500,130874601
1577837736890,9188,coming,2500,130874601
1577837736937,9188,coming,2500,130874601
1577837736953,9188,coming,2500,130874601
1577837736968,9188,coming,2500,130874601
1577837737031,9188,coming,2500,130874601
1577837737031,9188,coming,2500,130874601
1577837737203,9188,going,2500,130874601
1577837737281,9188,going,2500,130874601
1577837737328,9188,going,2500,130874601
1577837737343,9188,going,2500,130874601
1577837737343,9188,going,2500,130874601
1577837737406,9188,going,2500,130874601
1577837737406,9188,going,2500,130874601
1577837737578,2119,coming,2500,130874601
1577837743937,9188,coming,2500,130874601
1577837744000,9188,coming,2500,130874601
1577837744031,9188,coming,2500,130874601
1577837744078,9188,coming,2500,130874601
1577837744093,9188,coming,2500,130874601
1577837744125,9188,coming,2500,130874601
1577837744156,9188,coming,2500,130874601
1577837744328,9188,going,2500,130874601
1577837744328,9188,going,2500,130874601
1577837744437,9188,going,2500,130874601
1577837744453,9188,going,2500,130874601
1577837744453,9188,going,2500,130874601
1577837744531,9188,going,2500,130874601
1577837744531,9188,going,2500,130874601
1577837745812,8072,coming,2500,130874601
1577837745812,8072,going,2500,130874601
1577837751187,9188,coming,2500,130874601
1577837751250,9188,coming,2500,130874601
1577837751296,9188,coming,2500,130874601
1577837751328,9188,coming,2500,130874601
1577837751328,9188,coming,2500,130874601
1577837751375,9188,coming,2500,130874601
1577837751375,9188,coming,2500,130874601
1577837751531,9188,going,2500,130874601
1577837751640,9188,going,2500,130874601
1577837751687,9188,going,2500,130874601
1577837751703,9188,going,2500,130874601
1577837751718,9188,going,2500,130874601
1577837751718,9188,going,2500,130874601
1577837751718,9194,coming,2500,130874601
1577837751781,9188,going,2500,130874601
1577837760250,9188,coming,2500,130874601
1577837760250,9188,coming,2500,130874601
1577837760250,9188,coming,2500,130874601
1577837760312,9188,coming,2500,130874601
1577837760328,9188,coming,2500,130874601
1577837760375,9188,coming,2500,130874601
1577837760375,9188,coming,2500,130874601
1577837760578,9188,going,2500,130874601
1577837760578,9188,going,2500,130874601
1577837760625,9188,going,2500,130874601
1577837760656,9188,going,2500,130874601
1577837760687,9188,going,2500,130874601
1577837760765,9188,going,2500,130874601
1577837760843,9188,going,2500,130874601
1577837765296,3168,coming,2500,130874601
1577837765328,1779,coming,2500,130874601
1577837765343,1779,going,2500,130874601
1577837767312,9188,coming,2500,130874601
1577837767312,9188,coming,2500,130874601
1577837767312,9188,coming,2500,130874601
1577837767390,9188,coming,2500,130874601
1577837767421,9188,coming,2500,130874601
1577837767484,9188,coming,2500,130874601
1577837767500,9188,coming,2500,130874601
1577837767656,9188,going,2500,130874601
1577837767687,3168,going,2500,130874601
1577837767703,9188,going,2500,130874601
1577837767718,9188,going,2500,130874601
1577837767781,9188,going,2500,130874601
1577837767796,9188,going,2500,130874601
1577837767828,9188,going,2500,130874601
1577837767921,9188,going,2500,130874601
1577837768015,8695,coming,2500,130874601
1577837774421,9188,coming,2500,130874601
1577837774437,9188,coming,2500,130874601
1577837774468,9188,coming,2500,130874601
1577837774468,9188,coming,2500,130874601
1577837774531,9188,coming,2500,130874601
1577837774562,9188,coming,2500,130874601
1577837774578,9188,coming,2500,130874601
1577837774750,9188,going,2500,130874601
1577837774796,9188,going,2500,130874601
1577837774843,9188,going,2500,130874601
1577837774859,9188,going,2500,130874601
1577837774906,9188,going,2500,130874601
1577837774953,9188,going,2500,130874601
1577837775031,9188,going,2500,130874601
1577837781515,9188,coming,2500,130874601
1577837781515,9188,coming,2500,130874601
1577837781546,9188,coming,2500,130874601
1577837781609,9188,coming,2500,130874601
1577837781625,9188,coming,2500,130874601
1577837781671,9188,coming,2500,130874601
1577837781687,9188,coming,2500,130874601
1577837781875,9188,going,2500,130874601
1577837781890,9188,going,2500,130874601
1577837781890,9188,going,2500,130874601
1577837781968,9188,going,2500,130874601
1577837782000,9188,going,2500,130874601
1577837782093,9188,going,2500,130874601
1577837782125,9188,going,2500,130874601
1577837789796,1351,going,2500,130874601
1577837789796,1352,coming,2500,130874601
1577837790109,1006,coming,2500,130874601
1577837790109,1006,coming,2500,130874601
1577837790109,1006,coming,2500,130874601
1577837790125,1006,coming,2500,130874601
1577837790125,1006,coming,2500,130874601
1577837792031,1352,going,2500,130874601
1577837792093,9189,going,2500,130874601
1577837792093,9194,going,2500,130874601
1577837792109,9189,going,2500,130874601
1577837792109,9189,going,2500,130874601
1577837792109,9189,going,2500,130874601
1577837792109,9189,going,2500,130874601
1577837792109,9189,going,2500,130874601
1577837792140,9189,going,2500,130874601
1577837792171,1334,going,3000,130874601
1577837792171,1327,coming,2700,130874601
1577837797187,1006,going,2500,130874601
1577837797203,1006,going,2500,130874601
1577837797234,1006,going,2500,130874601
1577837797265,1006,going,2500,130874601
1577837797281,1006,going,2500,130874601
1577837797546,4086,coming,3000,130874601
1577837797625,1327,going,2700,130874601
1577837797625,1328,coming,3000,130874601
1577837803968,4086,going,3000,130874601
1577837804125,1328,going,3000,130874601
1577837804125,1327,coming,3000,130874601
1577837804812,8072,coming,3000,130874601
1577837804812,8072,going,3000,130874601
1577837806046,2743,coming,3000,130874601
1577837806046,1344,coming,3000,130874601
1577837806140,1327,going,3000,130874601
1577837806140,1334,coming,3000,130874601
1577837807234,2743,going,3000,130874601
1577837812234,1344,going,3000,130874601
1577837812234,1345,coming,5800,130874601
1577837863812,8072,coming,6000,130874601
1577837863812,8072,going,6000,130874601
1577837878734,1199,coming,6000,130874601
1577837922812,8072,coming,6000,130874601
1577837922812,8072,going,6000,130874601
1577837937265,1345,going,5800,130874601
1577837937265,1346,coming,6000,130874601
1577837942562,1346,going,6000,130874601
1577837942734,1334,going,3000,130874601
1577837942734,1327,coming,3400,130874601
1577837948015,4086,coming,3000,130874601
1577837948171,1327,going,3400,130874601
1577837948171,1328,coming,3000,130874601
1577837949500,4086,going,3000,130874601
1577837949625,1328,going,3000,130874601
1577837949625,1327,coming,3000,130874601
1577837981812,8072,coming,3000,130874601
1577837981812,8072,going,3000,130874601
1577837991156,8695,going,2500,130874601
1577838016062,1327,going,3000,130874601
1577838016062,2743,coming,3000,130874601
1577838016062,1334,coming,3000,130874601
1577838017406,2743,going,3000,130874601
1577838018312,1366,coming,1800,130874601
1577838040812,8072,coming,0,130874601
1577838040812,8072,going,0,130874601
1577838042968,1366,going,1800,130874601
1577838058515,1334,going,3000,130874601
1577838058515,1327,coming,2600,130874601
1577838099812,8072,coming,3000,130874601
1577838099812,8072,going,3000,130874601
1577838158812,8072,coming,3000,130874601
1577838158812,8072,going,3000,130874601
1577838173156,4867,going,3000,130874601
1577838173156,6178,coming,3000,130874601
1577838175109,6181,coming,3000,130874601
1577838175265,6181,going,3000,130874601
1577838176078,6178,going,3000,130874601
1577838176078,4871,coming,3000,130874601
1577838180406,2389,coming,3000,130874601
1577838180687,1006,coming,3000,130874601
1577838180703,1006,coming,3000,130874601
1577838180703,1006,coming,3000,130874601
1577838180703,1006,coming,3000,130874601
1577838180718,1006,coming,3000,130874601
1577838180718,1006,coming,3000,130874601
1577838180718,1006,coming,3000,130874601
1577838187796,1006,going,3000,130874601
1577838187828,1006,going,3000,130874601
1577838187828,1006,going,3000,130874601
1577838187828,1006,going,3000,130874601
1577838187843,1006,going,3000,130874601
1577838187843,1006,going,3000,130874601
1577838187843,1006,going,3000,130874601
1577838207328,2389,going,3000,130874601
1577838217812,8072,coming,3000,130874601
1577838217812,8072,going,3000,130874601
1577838253328,4871,going,3000,130874601
1577838253328,6177,coming,3000,130874601
1577838254437,6181,coming,3000,130874601
1577838254625,6181,going,3000,130874601
1577838257125,6177,going,3000,130874601
1577838257125,4867,coming,3000,130874601
1577838259171,1199,going,6000,130874601
1577838276812,8072,coming,3000,130874601
1577838276812,8072,going,3000,130874601
1577838335812,8072,coming,3000,130874601
1577838335812,8072,going,3000,130874601
1577838394812,8072,coming,3000,130874601
1577838394812,8072,going,3000,130874601
1577838453812,8072,coming,3000,130874601
1577838453812,8072,going,3000,130874601
1577838512812,8072,coming,3000,130874601
1577838512812,8072,going,3000,130874601
1577838560250,2435,coming,3000,130874601
1577838560265,2435,coming,3000,130874601
1577838560281,2435,coming,3000,130874601
1577838571812,8072,coming,3000,130874601
1577838571812,8072,going,3000,130874601
1577838576093,1021,coming,3000,130874601
1577838576281,1327,going,2600,130874601
1577838576281,1326,coming,3000,130874601
1577838576375,1021,going,3000,130874601
1577838579000,1326,going,3000,130874601
1577838579000,1333,coming,0,130874601
1577838585609,1006,coming,0,130874601
1577838597265,1237,coming,0,130874601
1577838597406,2768,coming,0,130874601
1577838597437,1029,coming,0,130874601
1577838597859,2768,going,0,130874601
1577838597953,1029,going,0,130874601
1577838599359,1006,going,0,130874601
1577838630812,8072,coming,0,130874601
1577838630812,8072,going,0,130874601
1577838646140,2435,going,3000,130874601
1577838646578,2435,going,3000,130874601
1577838650109,1237,going,0,130874601
1577838655046,2435,going,3000,130874601
1577838679750,1237,coming,0,130874601
1577838679890,2768,coming,0,130874601
1577838679921,1029,coming,0,130874601
1577838680296,2768,going,0,130874601
1577838680437,1029,going,0,130874601
1577838689812,8072,coming,0,130874601
1577838689812,8072,going,0,130874601
1577838691562,1237,going,0,130874601
1577838698968,4950,coming,200,130874601
1577838699734,3866,coming,100,130874601
1577838704796,3503,coming,0,130874601
1577838712937,1333,going,0,130874601
1577838712937,1326,coming,0,130874601
1577838713875,4950,going,200,130874601
1577838714171,3866,going,100,130874601
1577838715640,3503,going,0,130874601
1577838717781,1432,going,2500,130874601
1577838717781,2119,going,2500,130874601
1577838717921,4948,coming,0,130874601
1577838719468,4949,coming,0,130874601
1577838722703,4949,going,0,130874601
1577838723046,4948,going,0,130874601
1577838724390,4948,coming,0,130874601
1577838725015,4948,going,0,130874601
1577838733937,1748,coming,0,130874601
1577838745078,4948,coming,0,130874601
1577838745562,1748,going,0,130874601
1577838746015,4948,going,0,130874601
1577838746093,4948,coming,0,130874601
1577838746218,4948,going,0,130874601
1577838746281,4948,coming,0,130874601
1577838746359,4948,going,0,130874601
1577838748812,8072,coming,0,130874601
1577838748812,8072,going,0,130874601
1577838749640,6368,going,2500,130874601
1577838754234,1006,coming,0,130874601
1577838757593,6368,coming,0,130874601
1577838758171,2743,coming,0,130874601
1577838759390,2743,going,0,130874601
1577838761343,1006,going,0,130874601
1577838761734,2743,coming,0,130874601
1577838761828,3624,going,3000,130867956
1577838761828,3490,coming,0,130874601
1577838763078,2743,going,0,130874601
1577838763843,3490,going,0,130874601
1577838763843,3624,coming,100,130874601
1577838767859,1326,going,0,130874601
1577838767859,1327,coming,2700,130874601
1577838771515,2743,coming,3000,130874601
1577838771515,1356,coming,3000,130874601
1577838771531,1327,going,2700,130874601
1577838771531,1334,coming,3000,130874601
1577838773140,1356,going,3000,130874601
1577838773140,1358,coming,3000,130874601
1577838774359,2743,going,3000,130874601
1577838774437,2743,coming,3900,130874601
1577838775734,2743,going,3900,130874601
1577838777343,4867,going,3000,130874601
1577838777421,1135,coming,3400,130874601
1577838777484,1358,going,3000,130874601
1577838777593,1334,going,3000,130874601
1577838777593,1135,going,3400,130874601
1577838777593,1326,coming,3400,130874601
1577838778640,4867,coming,3200,130874601
1577838782609,2743,coming,0,130874601
1577838783781,2743,going,0,130874601
1577838785671,1748,coming,0,130874601
1577838786265,2743,coming,0,130874601
1577838787500,2743,going,0,130874601
1577838791656,1748,going,0,130874601
1577838792296,1326,going,3400,130874601
1577838792296,1327,coming,2800,130874601
1577838792312,1748,coming,2800,130874601
1577838795468,1748,going,2800,130874601
1577838796234,2743,coming,3000,130874601
1577838796250,1356,coming,3000,130874601
1577838796328,1327,going,2800,130874601
1577838796328,1334,coming,3000,130874601
1577838797484,2743,going,3000,130874601
1577838798671,1748,coming,3200,130874601
1577838802390,1356,going,3000,130874601
1577838802390,1357,coming,5800,130874601
1577838807812,8072,coming,6000,130874601
1577838807812,8072,going,6000,130874601
1577838808484,1006,coming,6000,130874601
1577838808937,1006,coming,6000,130874601
1577838812421,1748,going,3200,130874601
1577838816031,1006,going,6000,130874601
1577838816171,1748,coming,6000,130874601
1577838821125,1357,going,5800,130874601
1577838821125,1358,coming,6000,130874601
1577838822156,1748,going,6000,130874601
1577838822375,1006,going,6000,130874601
1577838823109,2393,coming,5900,130874601
1577838826500,1358,going,6000,130874601
1577838826578,1334,going,3000,130874601
1577838826578,1327,coming,3100,130874601
1577838835281,2745,coming,3000,130874601
1577838835281,1338,coming,3000,130874601
1577838835359,1327,going,3100,130874601
1577838835359,1329,coming,3000,130874601
1577838836343,2745,going,3000,130874601
1577838840718,6368,going,0,130874601
1577838842687,1338,going,3000,130874601
1577838842687,1339,coming,6700,130874601
1577838845000,6367,coming,7000,130874601
1577838856437,2392,coming,8000,130874615
1577838856625,1339,going,6700,130874601
1577838856625,1340,coming,8000,130874616
1577838856703,6367,going,7000,130874601
1577838866812,8072,coming,8000,130874626
1577838866812,8072,going,8000,130874626
1577838869921,4865,coming,8000,130874626
1577838872375,4865,going,8000,130874626
1577838872921,2392,going,8000,130874615
1577838872921,1340,going,8000,130874616
1577838872984,1329,going,3000,130874601
1577838872984,1328,coming,8000,130874626
1577838873125,1328,going,8000,130874626
1577838873125,1327,coming,8000,130874626
1577838873578,6368,coming,8000,130874626
1577838898156,2743,coming,3000,130874626
1577838898171,1356,coming,3000,130874626
1577838898218,1327,going,8000,130874626
1577838898218,1334,coming,3000,130874626
1577838899312,2743,going,3000,130874626
1577838904218,1356,going,3000,130874626
1577838904218,1357,coming,5600,130874626
1577838917406,1357,going,5600,130874626
1577838917406,1358,coming,6000,130874626
1577838922828,1358,going,6000,130874626
1577838922937,1334,going,3000,130874626
1577838922937,1327,coming,3000,130874626
1577838925812,8072,coming,3000,130874626
1577838925812,8072,going,3000,130874626
1577838944562,2743,coming,3000,130874626
1577838944593,1338,coming,3000,130874626
1577838944640,1327,going,3000,130874626
1577838944640,1329,coming,3000,130874626
1577838945781,2743,going,3000,130874626
1577838950062,6368,going,8000,130874626
1577838952125,1338,going,3000,130874626
1577838952125,1339,coming,6800,130874626
1577838953781,6367,coming,7000,130874626
1577838976359,2392,coming,8000,130874665
1577838976625,1339,going,6800,130874626
1577838976625,1340,coming,8000,130874666
1577838976640,6367,going,7000,130874626
1577838977937,6173,coming,8000,130874669
1577838984093,4865,coming,8000,130874676
1577838984812,8072,coming,8000,130874676
1577838984812,8072,going,8000,130874676
1577838985093,6173,going,8000,130874669
1577838986500,4865,going,8000,130874676
1577838987796,6173,coming,8000,130874676
1577838992765,2392,going,8000,130874665
1577838992765,1340,going,8000,130874666
1577838992843,1329,going,3000,130874626
1577838992843,1328,coming,8000,130874676
1577838992921,1328,going,8000,130874676
1577838992921,1327,coming,8000,130874676
1577838993437,6368,coming,8000,130874676
1577839010031,6173,going,8000,130874676
1577839042718,1748,coming,3000,130874676
1577839043078,4865,coming,3000,130874676
1577839043812,8072,coming,3000,130874676
1577839043812,8072,going,3000,130874676
1577839044625,2393,going,5900,130874601
1577839047484,6173,coming,3000,130874676
